TAXON,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,GENUS,SPECIES,RANK,INFRASPECIFIC,scientificName,UNABLE_TO_ASSIGN_GEO_DISTR,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,SOURCE_OF_TAXON,GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE,WUS_SOURCE,ROUNDED_G_RANK,ROUNDED_N_RANK,CURRENT_US_DISTRIBUTION,CURRENT_CA_DISTRIBUTION,COSEWIC_DESC
Lathyrus littoralis,Lathyrus,Lathyrus,Lathyrus littoralis,NA,NA,Lathyrus littoralis (Nutt.) Endl. ex Walp.,,,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,,G3,N2,"CA(SNR), OR(SNR), WA(SNR)",BC(S2),T - Threatened (T) / MecÈe (M)
Juglans nigra,Walnut,Juglans,Juglans nigra,NA,NA,Juglans nigra L.,,,Y,Y,Y,black walnut; nut,Y,Food,Materials,NA,Nuts,Materials,Ornamentals,NA,1,Progenitor,1A,,,,Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,G5,N4,"AL(S3S4), AR(SNR), CT(SU), DC(S5), DE(S5), FL(SNR), GA(SNR), GS(P3P4), IA(S5), IL(S5), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNA), MD(SNR), ME(SNA), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S4), ND(SNR), NE(SNR), NH(SNR), NJ(S4), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNA), SC(SNR), SD(S4?), TN(SNR), TX(SNR), UT(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5), WY(SNR)","MB(SNA), ON(S4?), QC(SNA)",
Juniperus communis,Juniper,Juniperus,Juniperus communis,NA,NA,Juniperus communis L.,,N,N,N,Y,"tea, leaves and shoots edible",Y,Medicinals,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AK(SNR), AL(S1), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(SNA), GA(S1), IA(S3), ID(SNR), IL(S2), IN(S3), KY(SNR), LA(SNR), MA(SNR), MD(SH), ME(SNR), MI(SNR), MN(SNR), MT(S5), NC(S1), ND(SNR), NE(S1), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(SNR), OH(S2), OR(SNR), PA(S1S2), RI(SNR), SC(SNR), SD(SNR), TV(SNR), UT(SNR), VA(S1), VT(S5), WA(SNR), WI(SNR), WV(S2), WY(S5)","AB(S5), BC(S5), LB(S4S5), MB(S5), NB(S5), NF(S5), NS(S5), NT(S5), NU(S3S4), ON(S5), PE(S3S4), QC(SNR), SK(S4), YT(S5)",
Juniperus communis var. charlottensis,Juniper,Juniperus,Juniperus communis,var.,charlottensis,Juniperus communis var. charlottensis R.P.Adams,,N,Y,N,Y,,Y,Medicinals,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,T3,N3,AK(SNR),BC(S3S4),
Juniperus communis var. depressa,Juniper,Juniperus,Juniperus communis,var.,depressa,Juniperus communis var. depressa Pursh,,N,Y,N,Y,,Y,Medicinals,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,T5,N5,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(SNR), GA(S1), IA(SNR), ID(SNR), IL(S2), IN(S3), KY(S1), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MT(SNR), NC(S1), ND(SNR), NE(SNR), NH(SNR), NJ(S1), NV(SNR), NY(S4), OH(SNR), OR(SNR), PA(S1S2), RI(SNR), SC(S1), SD(SNR), TV(SNR), UT(SNR), VA(S1), VT(S5), WA(SNR), WI(SNR), WV(S2), WY(S5)","AB(SU), BC(S5), LB(S4S5), MB(S5), NB(S5), NF(S5), NS(S5), NT(S5), NU(S3), ON(S5), PE(S3S4), QC(S5), SK(S4), YT(S4S5)",
Juniperus communis var. megistocarpa,Juniper,Juniperus,Juniperus communis,var.,megistocarpa,Juniperus communis var. megistocarpa Fernald & H.St.John,,N,Y,N,Y,,Y,Medicinals,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,T3,N3,,"NB(SNR), NS(SNR), QC(S3)",
Juniperus communis var. saxatilis,Juniper,Juniperus,Juniperus communis,var.,saxatilis,Juniperus communis var. saxatilis Pall.,,N,Y,N,Y,,Y,Medicinals,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,T5,N5,"CA(SNR), OR(SNR), WA(SNR)","AB(SU), YT(S4S5)",
Juniperus horizontalis,Juniper,Juniperus,Juniperus horizontalis,NA,NA,Juniperus horizontalis Moench,,,Y,N,Y,"tea, leaves and shoots edible",Y,Medicinals,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AK(S3), CT(SNR), IA(S1), IL(S1), IN(SX), MA(SNR), ME(SNR), MI(SNR), MN(S3), MT(S5), ND(SNR), NE(S1), NH(S1), NY(S1), SD(SNR), VT(S1), WI(SNR), WY(S3)","AB(S5), BC(S5), MB(S5), NB(S3S4), NF(S5), NS(S4), NT(S5), NU(S1S3), ON(S5), PE(S2), QC(S5?), SK(S5), YT(S4)",
Juniperus scopulorum,Juniper,Juniperus,Juniperus scopulorum,NA,NA,Juniperus scopulorum Sarg.,,,Y,N,Y,"tea, leaves and shoots edible",Y,Medicinals,Food,NA,Medicinals,Vegetables,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N4,"AZ(SNR), CO(SNR), ID(SNR), MT(S5), ND(SNR), NE(SNR), NM(SNR), NV(SNR), OK(S2), OR(S3), SD(SNR), TX(SNR), UT(SNR), WA(SNR), WY(S5)","AB(S3), BC(S4), SK(S2)",
Kalmia angustifolia,Mountain-laurel,Kalmia,Kalmia angustifolia,NA,NA,Kalmia angustifolia L.,,Y,N,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"CT(SNR), DE(S2), MA(SNR), MD(S3S4), ME(SNR), MI(SNR), NC(S1), NH(SNR), NJ(S5), NY(S5), PA(SNR), RI(SNR), TN(SH), TV(SNR), VA(S2), VT(SNR), WV(S1)","LB(S3S4), NB(S5), NF(S5), NS(S5), ON(S5), PE(S5), QC(SNR)",
Kalmia angustifolia var. angustifolia,Mountain-laurel,Kalmia,Kalmia angustifolia,var.,angustifolia,Kalmia angustifolia f. angustifolia,,Y,Y,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,T5,N5,"CT(SNR), DE(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), NC(SNR), NH(SNR), NJ(SNR), NY(SNR), PA(SNR), RI(SNR), VA(SNR), VT(SNR), WV(SNR)","LB(S3S4), NB(S5), NF(S5), NS(S5), ON(S5), PE(S5), QC(S5)",
Kalmia microphylla,Mountain-laurel,Kalmia,Kalmia microphylla,NA,NA,Kalmia microphylla (Hook.) A.Heller,,Y,N,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AK(SNR), CA(SNR), CO(SNR), ID(SNR), MT(S4), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S3)","AB(S3S5), BC(S5), MB(S1), NT(SNR), ON(S2?), SK(SNR), YT(S4)",
Kalmia microphylla var. microphylla,Mountain-laurel,Kalmia,Kalmia microphylla,var.,microphylla,Kalmia microphylla var. microphylla,,Y,Y,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,T5,N4,"AK(SNR), CA(SNR), CO(SNR), ID(SNR), MT(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S3)","AB(SNR), BC(S5), MB(S1), NT(SNR), ON(S2?), SK(SNR), YT(SNR)",
Kalmia microphylla var. occidentalis,Mountain-laurel,Kalmia,Kalmia microphylla,var.,occidentalis,Kalmia microphylla var. occidentalis (Small) Ebinger,,Y,Y,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,TNR,N5,"AK(SNR), OR(SNR), WA(SNR)",BC(S5),
Lactuca tatarica,Lettuce,Lactuca,Lactuca tatarica,NA,NA,Lactuca tatarica (L.) C.A.Mey.,,Y,N,Y,Y,wilde lettuce; greens,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,G5,NNR,"AK(SNA), AZ(SNR), CA(SNR), CO(SNR), IA(S4), ID(SNR), IL(SNA), KS(SNR), LA(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(S5), ND(S5), NE(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), SD(SNR), TX(SNR), UT(SNR), WA(SNR), WI(SNR), WY(SNR)","BC(SNR), MB(SNR), NT(SNR), ON(SNR), QC(SNR), SK(SNR)",
Lactuca tatarica subsp. pulchella,Lettuce,Lactuca,Lactuca tatarica,subsp.,pulchella,Lactuca tatarica subsp. pulchella (Pursh) Stebbins,,Y,Y,Y,Y,wilde lettuce; greens,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,NA,NA,NA,NA,
Larix laricina,Larch,Larix,Larix laricina,NA,NA,Larix laricina (Du Roi) K.Koch,,,Y,Y,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,,G5,N5,"AK(SNR), CT(SNR), IL(S2), IN(S2), MA(SNR), MD(S1), ME(SNR), MI(SNR), MN(SNR), NH(SNR), NJ(S3), NY(S5), OH(S3), PA(S4S5), RI(S1), VT(SNR), WI(SNR), WV(S1)","AB(S5), BC(S5), LB(S5), MB(S5), NB(S5), NF(S5), NS(S5), NT(S5), NU(S4), ON(S5), PE(S5), QC(S5), SK(S5), YT(S5)",
Larix lyallii,Larch,Larix,Larix lyallii,NA,NA,Larix lyallii Parl.,,,Y,Y,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,,G5,N5,"ID(SNR), MT(S4), WA(SNR)","AB(S4), BC(S5)",
Larix occidentalis,Larch,Larix,Larix occidentalis,NA,NA,Larix occidentalis Nutt.,,,Y,Y,Y,"western larch; gum, inner bark, sap",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,G5,N5,"ID(SNR), MT(S5), OR(S5), UT(SNA), WA(SNR), WY(SNA)","AB(S2), BC(S5)",
Lathyrus japonicus,Lathyrus,Lathyrus,Lathyrus japonicus,NA,NA,Lathyrus japonicus Willd.,,,Y,Y,Y,beach pea; seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,G5,N5,"AK(SNR), CA(S2), CT(SNR), IL(SNR), IN(S1), MA(SNR), ME(SNR), MI(SNR), MN(SNR), NC(SNR), NH(SNR), NJ(SNR), NY(SNR), OH(S2), OR(SNR), PA(S2), RI(SNR), VT(S2), WA(SNR), WI(SNR)","BC(S5), LB(S5), MB(S4), NB(S5), NF(S5), NS(S5), NT(SNR), NU(SU), ON(S4), PE(S5), QC(S5?), YT(S2)",
Lathyrus lanszwertii,Lathyrus,Lathyrus,Lathyrus lanszwertii,NA,NA,Lathyrus lanszwertii Kellogg,,Y,N,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,,G4,N2,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), NM(SNR), NV(SNR), OR(SNR), TX(SNR), UT(SNR), WA(SNR), WY(S2)",BC(S2),
Magnolia acuminata,Magnolia,Magnolia,Magnolia acuminata,NA,NA,Magnolia acuminata (L.) L.,,,Y,Y,N,,Y,Ornamentals,,NA,Ornamentals,,,NA,2,NA,2,Graftstock,,,,,,Ornamental Features (AG),,,,GRIN-Global 2021,GRIN-Global 2021,,G5,N2,"AL(SNR), AR(SNR), CT(SNR), FL(S1), GA(SNR), GS(P4), IL(SNR), IN(S1), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNA), MO(SNR), MS(SNR), NC(S5), NJ(SNA), NY(S5), OH(SNR), OK(S1), PA(S5), SC(SNR), TN(SNR), VA(S5), WV(S5)",ON(S2),E - Endangered (E) / En voie de disparition (VD)
Morus rubra,Mulberry,Morus,Morus rubra,NA,NA,Morus rubra L.,,,Y,Y,Y,mulberry; fruit,Y,Food,,NA,Fruits,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,G5,N2,"AL(SNR), AR(SNR), CT(SU), DC(S5), DE(S3), FL(SNR), GA(SNR), GS(P2P3), IA(S4), IL(S5), IN(SNR), KS(SNR), KY(S5), LA(SNA), MA(S1), MD(SNR), MI(S2), MN(S1), MO(SNR), MS(SNR), NC(S5), NE(SNR), NJ(S3?), NY(S5), OH(SNR), OK(SNR), PA(S2), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), VA(SNR), VT(S1), WI(SNR), WV(S5)",ON(S2),E - Endangered (E) / En voie de disparition (VD)
Lathyrus nevadensis,Lathyrus,Lathyrus,Lathyrus nevadensis,NA,NA,Lathyrus nevadensis S.Watson,,Y,N,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,,G5,N5,"CA(SNR), ID(SNR), OR(SNR), WA(SNR)",BC(S5),
Lathyrus nevadensis var. nevadensis,Lathyrus,Lathyrus,Lathyrus nevadensis,var.,nevadensis,Lathyrus nevadensis var. nevadensis,,Y,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,,T5,N5,,"CA(SNR), ID(SNR), OR(SNR), WA(SNR)",BC(S5)
Lathyrus palustris,Lathyrus,Lathyrus,Lathyrus palustris,NA,NA,Lathyrus palustris L.,,,Y,Y,Y,marsh vetchling; seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,G5,N5,"AK(SNR), AL(S1), CA(S2), CT(SNR), DC(SH), DE(SH), GA(S1?), IA(S4), ID(SNR), IL(SNR), IN(SNR), KY(S2), MA(SNR), MD(S1), ME(SNR), MI(SNR), MN(SNR), MO(SNR), NC(S1), ND(SNR), NE(S1S3), NH(SNR), NJ(S2), NY(S4), OH(SNR), OR(SNR), PA(S1), RI(SNR), SD(SNR), TN(S1), TV(SNR), VA(S1), VT(S2), WA(SNR), WI(SNR), WV(S1)","AB(S1), BC(S4S5), LB(S2S4), MB(S5), NB(S5), NF(S4), NS(S5), NU(SU), ON(S5), PE(S5), QC(S5), SK(S5?)",
Lathyrus venosus,Lathyrus,Lathyrus,Lathyrus venosus,NA,NA,Lathyrus venosus Muhl. ex Willd.,,,N,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,,G5,N5,"AK(SNR), AL(S1), AR(SNR), DC(S1), GA(S3?), GS(PNR), IA(S4), IL(SNR), IN(S1), KY(S2S3), LA(S4), MD(S4), MI(SNR), MN(SNR), MO(SU), NC(S3), ND(SNR), NJ(SX), NM(SNR), NY(S1), OH(S1), OK(SNR), PA(S2), SD(SNR), TN(SNR), TV(SNR), TX(SNR), VA(S4), WI(SNR), WV(S4)","AB(S4), MB(S5), ON(S4), QC(SH), SK(S4)",
Lathyrus venosus var. intonsus,Lathyrus,Lathyrus,Lathyrus venosus,var.,intonsus,Lathyrus venosus var. intonsus Butters & H.St.John,,,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,,T5,N5,"AK(S1), GS(P3), IL(SNR), MN(SNR)","ON(S4), QC(SNR)",
Leymus cinereus,Wheat,Leymus,Leymus cinereus,NA,NA,Leymus cinereus (Scribn. & Merr.) √Å.L√∂ve,,,Y,Y,Y,wild rye grass; grains,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,G5,N5,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MN(SNR), MT(S4), NE(SH), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S4S5)","AB(S3), BC(S5), SK(S2)",
Leymus innovatus,Wheat,Leymus,Leymus innovatus,NA,NA,Leymus innovatus (Beal) Pilg.,,N,N,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,G5,N5,"AK(SNR), MT(S2), SD(SNR), WY(S2)","AB(S5), BC(S5), MB(S5), NT(S5), ON(S4), SK(S4), YT(S5)",
Leymus innovatus subsp. innovatus,Wheat,Leymus,Leymus innovatus,subsp.,innovatus,Leymus innovatus subsp. innovatus,,N,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,T5,N5,,"BC(S5), MB(S5), NT(SU), ON(S4), SK(S4), YT(SNR)",
Leymus innovatus subsp. velutinus,Wheat,Leymus,Leymus innovatus,subsp.,velutinus,Leymus innovatus subsp. velutinus (Bowden) Tzvelev,,N,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,TNR,NNR,,"NT(SU), YT(SNR)",
Leymus mollis,Wheat,Leymus,Leymus mollis,NA,NA,Leymus mollis (Trin.) Pilg.,,N,N,Y,Y,wild rye grass; grains,Y,Food,,Food,Cereals and pseudocereals,,,Cereals and pseudocereals,1,Tertiary,1C,,Heat Tolerance (AB),Salt Tolerance (AB),Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,G5,N5,"AK(SNR), CA(SNR), MA(S1), ME(SNR), MI(S3), NH(SNR), OR(SNR), PA(SNR), WA(SNR)","AB(S1), BC(S5), LB(S5), MB(S2S3), NB(S5), NF(S5), NS(S5), NT(S4), NU(S4), ON(S4), PE(S4), QC(SNR), SK(S2), YT(S3)",
Leymus mollis subsp. mollis,Wheat,Leymus,Leymus mollis,subsp.,mollis,Leymus mollis subsp. mollis,,N,Y,Y,Y,wild rye grass; grains,Y,Food,,Food,Cereals and pseudocereals,,,Cereals and pseudocereals,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,T5,N5,"AK(SNR), CA(SNR), IL(S1), MA(SNR), ME(SNR), MI(SNR), NH(S1), OR(SNR), PA(SNR), WA(SNR)","AB(S1), BC(S5), LB(S5), MB(S2S3), NB(S5), NF(S5), NS(S5), NT(SU), NU(SNR), ON(S4), PE(S4), QC(S5), SK(S2), YT(SNA)",
Leymus mollis subsp. villosissimus,Wheat,Leymus,Leymus mollis,subsp.,villosissimus,Leymus mollis subsp. villosissimus (Scribn.) √Å.L√∂ve & D.L√∂ve,,N,Y,Y,Y,wild rye grass; grains,Y,Food,,Food,Cereals and pseudocereals,,,Cereals and pseudocereals,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,TNR,N4,AK(SNR),"NT(SU), NU(SNR), YT(S3)",
Leymus triticoides,Wheat,Leymus,Leymus triticoides,NA,NA,Leymus triticoides (Buckley) Pilg.,,,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,G4,NNA,"AZ(SNR), CA(SNR), CO(SNR), HI(SNA), ID(SNR), MT(S3), NM(SNR), NV(SNR), OR(SNR), TX(SNR), UT(SNR), WA(SNR), WY(SH)",,
Lilium columbianum,Lily,Lilium,Lilium columbianum,NA,NA,Lilium columbianum Leichtlin,,,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"CA(SNR), ID(SNR), MT(S2), OR(SNR), WA(SNR)",BC(S5),
Lindera benzoin,Spicebush,Lindera,Lindera benzion,NA,NA,Lindera benzoin (L.) Meisn.,,,Y,Y,N,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,CANADENSYS 2021,,,G5,N4,"AL(SNR), AR(SNR), CT(SNR), DC(S5), DE(S5), FL(SNR), GA(SNR), GS(P4), IA(SNR), IL(SNR), IN(SNR), KS(S1), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(S3), MI(SNR), MO(SNR), MS(SNR), NC(S5), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(S3S4), WV(S5)",ON(S4),
Linum compactum,Flax,Linum,Linum compactum,NA,NA,Linum compactum A.Nelson,,,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,,G4,N4,"CO(SNR), IL(SNR), KS(SNR), MO(SNR), MT(SNR), ND(SNR), NE(SNR), NM(SNR), OK(SNR), SD(SNR), TX(SNR), WY(S2)","AB(SU), SK(S4?)",
Linum lewisii,Flax,Linum,Linum lewisii,NA,NA,Linum lewisii Pursh,,Y,N,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,G5,N5,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), IL(SNR), KS(SNR), LA(SNA), MN(SNA), MT(S5), ND(SNR), NE(SNR), NM(SNR), NV(SNR), OH(SNR), OK(SNR), OR(SNR), SD(SNR), TX(SNR), UT(SNR), WA(SNR), WV(S2), WY(S5)","AB(S5), BC(S5), MB(S4), NT(SNR), NU(SU), ON(S2S3), ON(S2S3), SK(S5), YT(S4)",
Linum lewisii var. lepagei,Flax,Linum,Linum lewisii,var.,lepagei,Linum lewisii var. lepagei (B.Boivin) C.M.Rogers,,Y,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,T3,N3,,"MB(S1), NU(SNR), ON(S2S3)",
Linum lewisii var. lewisii,Flax,Linum,Linum lewisii,var.,lewisii,Linum lewisii var. lewisii,,Y,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,T5,N5,"AK(SNR), AR(SNA), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), IL(SNA), KS(S1), MN(SNR), MT(SNR), ND(SNR), NE(S1), NM(SNR), NV(SNR), OH(SNR), OK(SNR), OR(SNR), SD(SNR), TX(SNR), WA(SNR), WI(SNR), WV(S2), WY(S5)","AB(SNR), BC(S5), MB(S4), NT(SNR), NU(SNR), SK(S5), YT(S4)",
Linum medium,Flax,Linum,Linum medium,NA,NA,Linum medium (Planch.) Britton ex Britton & A.Br.,,Y,N,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,,G5,N3,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(SNR), FL(SNR), GA(SNR), IA(SH), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(SNR), MS(SNR), NC(S5), NJ(SNR), NY(SNR), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(S1), WI(SNR), WV(S4)",ON(S3),
Linum medium var. medium,Flax,Linum,Linum medium,var.,medium,Linum medium var. medium,,Y,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,,T3,N3,PA(SH),ON(S3?),
Pinus rigida,Pine,Pinus,Pinus rigida,NA,NA,Pinus rigida Mill.,,,Y,Y,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,,G5,N2,"CT(SNR), DC(SNR), DE(S3), GA(SNR), GS(P5), IL(SNA), IN(SNR), KY(S4), MA(SNR), MD(SNR), ME(SNR), MN(SNA), NC(S4), NH(SNR), NJ(S5), NY(S5), OH(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), VA(S5), VT(SNR), WV(S5)","NS(SNA), ON(S2?), QC(S2)",
Linum perenne,Flax,Linum,Linum perenne,NA,NA,Linum perenne L.,,,Y,Y,Y,seeds,N,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,GNR,NNA,"IA(SNA), IL(SNA), KS(SNA), ME(SNA), MI(SNA), NE(SNA), NY(SNA), OH(SNA), PA(SNA), WI(SNA), WV(SNA), WY(SNA)","BC(SNA), ON(SNA)",
Linum rigidum,Flax,Linum,Linum rigidum,NA,NA,Linum rigidum Pursh,,,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,,G5,N5,"AR(SNR), CO(SNR), IA(S3), IL(SNR), KS(SNR), MN(SNR), MT(S4), ND(SNR), NE(SNR), NM(SNR), OK(SNR), SD(SNR), TX(SNR), WI(SNR), WY(S3)","AB(S4), MB(S3S4), SK(S5)",
