TAXON,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,GENUS,SPECIES,RANK,INFRASPECIFIC,scientificName,UNABLE_TO_ASSIGN_GEO_DISTR,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,SOURCE_OF_TAXON,GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE,WUS_SOURCE,ROUNDED_G_RANK,ROUNDED_N_RANK,CURRENT_US_DISTRIBUTION,CURRENT_CA_DISTRIBUTION,COSEWIC_DESC
Crataegus schuettei var. schuettei,Hawthorn,Crataegus,Crataegus schuettei,var.,schuettei,Crataegus schuettei var. schuettei,,N,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020,T5,N4,"AR(SNR), CT(SNR), IL(SNR), IN(SNR), KY(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(SNR), NC(SNR), NH(SNR), NJ(SNR), NY(SNR), OH(SNR), PA(SNR), TN(SNR), VA(SNR), VT(SNR), WI(SNR), WV(SNR)","ON(S4), QC(S1)",
Crataegus sheila-phippsiae,Hawthorn,Crataegus,Crataegus sheila-phippsiae,NA,NA,Crataegus sheila-phippsiae J.B.Phipps & O'Kennon,,N,N,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020,G3,N3,,"BC(S3), SK(SNR)",
Crataegus sheila-phippsiae var. saskatchewanensis,Hawthorn,Crataegus,Crataegus sheila-phippsiae,var.,saskatchewanensis,Crataegus sheila-phippsiae var. saskatchewanensis J.B.Phipps & O'Kennon,,N,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020,TNR,NNR,,SK(SNR),
Crataegus sheila-phippsiae var. sheila-phippsiae,Hawthorn,Crataegus,Crataegus sheila-phippsiae,var.,sheila-phippsiae,Crataegus sheila-phippsiae var. sheila-phippsiae,,N,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020,T3,N3,,BC(S3),
Andropogon hallii,Bluestem,Andropogon,Andropogon hallii,NA,NA,Andropogon hallii Hack.,,,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,,G4,N2,"AZ(SNR), CO(SNR), IA(S1), IL(S1), IN(SNR), KS(SNR), MN(SNA), MT(SU), ND(SNR), NE(SNR), NM(SNR), OK(SNR), SD(SNR), TX(SNR), UT(SNR), WY(S2S3)","MB(S2), SK(SNR), SK(SNR)",
Crataegus shuswapensis,Hawthorn,Crataegus,Crataegus shuswapensis,NA,NA,Crataegus shuswapensis J.B.Phipps & O'Kennon,,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020,G3,N3,,BC(S3S4),
Crataegus stolonifera,Hawthorn,Crataegus,Crataegus stolonifera,NA,NA,Crataegus stolonifera Sarg.,,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020,GNR,NU,,ON(SU),
Crataegus submollis,Hawthorn,Crataegus,Crataegus submollis,NA,NA,Crataegus submollis Sarg.,,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020,G5,N5,"MA(SNR), ME(SNR), MI(SNR), NH(SNR), NY(SNR), OH(SNR), PA(SNR), VT(SNR), WI(SNR)","NB(S3?), NS(S2?), ON(S5), QC(SNR)",
Astragalus kentrophyta var. kentrophyta,Milk-vetch,Astragalus,Astragalus kentrophyta,var.,kentrophyta,Astragalus kentrophyta var. kentrophyta,,Y,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,,T4,N2,"CO(SNR), KS(SNR), MT(S2S4), ND(SNR), NE(S3S4), SD(SH), WY(S2)","AB(S2), SK(S2)",
Crataegus succulenta,Hawthorn,Crataegus,Crataegus succulenta,NA,NA,Crataegus succulenta Schrad. ex Link,,N,N,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020,G5,N5,"MA(SNR), MI(SNR), MN(SNR), VT(S1)","MB(S3S4), NB(S2), NS(S3S4), ON(S5), PE(S3S4), QC(SNR)",
Crataegus succulenta var. gemmosa,Hawthorn,Crataegus,Crataegus succulenta,var.,gemmosa,Crataegus succulenta var. gemmosa (Sarg.) Kruschke,Y,N,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020,NA,NA,NA,NA,
Crataegus succulenta var. michiganensis ,Hawthorn,Crataegus,Crataegus succulenta,var.,michiganensis,Crataegus succulenta Schrad. ex Link var. michiganense,Y,N,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020,TNR,NNR,ON(SU),MI(SNR),
Crataegus succulenta var. succulenta ,Hawthorn,Crataegus,Crataegus succulenta,var.,succulenta,Crataegus succulenta Schrad. ex Link var. succulenta,Y,N,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020,T5,N5,"MB(S3S4), NB(S2), NS(S3S4), ON(S5), PE(S3S4), QC(SU)","IN(S3), KY(SNR), MO(SU), NC(S1S2), NJ(S1), VA(S1), VT(S1)",
Astragalus microcystis,Milk-vetch,Astragalus,Astragalus microcystis,NA,NA,Astragalus microcystis A.Gray,,,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,,G5,N2,"ID(SH), MT(S4), WA(S2), WY(SNR)",BC(S2S3),
Dasiphora fruticosa,Strawberry,Dasiphora,Dasiphora fruticosa,NA,NA,Dasiphora fruticosa (L.) Rydb.,,,Y,Y,N,,Y,Food,,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,G5,N5,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), IA(SNR), ID(SNR), IL(SNR), IN(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), MT(SNR), ND(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OR(SNR), PA(SNR), SD(SNR), UT(SNR), VT(SNR), WA(SNR), WI(SNR), WY(S4S5)","AB(S5), BC(S5), LB(S3S4), MB(S5), NB(S4), NF(S4S5), NS(S4), NT(SNR), NU(SU), ON(S5), PE(S1), QC(S5), SK(S4), YT(S5)",
Daucus pusillus,Carrot,Daucus,Daucus pusillus,NA,NA,Daucus pusillus Michx.,,,Y,Y,Y,american wild carrot; roots,Y,Food,,NA,Vegetables,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,G5,N5,"AL(SNR), AR(SNR), AZ(SNR), CA(SNR), FL(SNR), GA(SNR), HI(SNR), ID(SNR), IL(SX), KS(S2), LA(SNR), MO(SNR), MS(SNR), NC(S4), NM(SNR), OK(SNR), OR(SNR), SC(SNR), TN(SNR), TX(SNR), WA(SNR), WV(SH)",BC(S5),
Dicentra formosa,Bleeding-Heart,Dicentra,Dicentra formosa,NA,NA,Dicentra formosa (Andrews) Walp.,,,Y,Y,N,,Y,Ornamentals,,NA,Ornamentals,,,NA,2,NA,2,,,,,,,Ornamental Features (AG),,,,GRIN-Global 2021,,,G5,N5,"CA(SNR), ID(SNR), MA(SNA), OR(SNR), WA(SNR)",BC(S5),
Dichanthelium boreale,Proso-millet,Dichanthelium,Dichanthelium boreale,NA,NA,Dichanthelium boreale (Nash) Freckmann,,,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,,G5,NNR,"IN(S3), MI(SNR), OH(S3), PA(S2S3)","ON(SNR), QC(SNR)",
Dichanthelium clandestinum,Proso-millet,Dichanthelium,Dichanthelium clandestinum,NA,NA,"Dichanthelium clandestinum Linnaeus, 1753",,,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,,G5,N3,"AL(SNR), AR(SNR), CT(SNR), DC(S5), DE(S5), FL(SNR), GA(SNR), GS(P4), IA(S3), IL(S4), IN(SNR), KS(SNR), KY(SNR), LA(S4), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(SNR), MS(SNR), NC(S4), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(S1), VA(S5), VT(SNR), WV(S5)","NS(S3), ON(S2), QC(S3)",
Dichanthelium depauperatum,Proso-millet,Dichanthelium,Dichanthelium depauperatum,NA,NA,Dichanthelium depauperatum (Muhl.) Gould,,,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,,G5,N5,"AL(SNR), AR(SNR), CO(SNR), CT(SNR), DC(SNR), DE(S5), GA(SNR), GS(P3), IA(S3), IL(S3S4), IN(SNR), KS(S1), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S4), NE(S1), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(S3S4), WI(SNR), WV(S4), WY(SNR)","MB(S3), NB(S3), NS(S4S5), ON(S4), PE(S1S2), QC(S4)",
Dichanthelium dichotomum,Proso-millet,Dichanthelium,Dichanthelium dichotomum,NA,NA,"Dichanthelium dichotomum Linnaeus, 1753",,Y,N,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,,G5,NNR,"AL(SNR), AR(SNR), CT(S5), DC(SNR), DE(SNR), FL(SNR), GA(SNR), GS(P2), IA(SNR), IL(SNR), IN(SNR), KS(SNR), KY(SNR), LA(S5), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(SNR), MS(SNR), NC(SNR), NH(SNR), NJ(SNR), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(SNR), VT(SNR), WI(SNR), WV(S5)","NB(SNR), ON(SNR)",
Dichanthelium dichotomum subsp. dichotomum,Proso-millet,Dichanthelium,Dichanthelium dichotomum,subsp.,dichotomum,Dichanthelium dichotomum subsp. dichotomum,,Y,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,,NA,NA,NA,NA,
Dichanthelium latifolium,Proso-millet,Dichanthelium,Dichanthelium latifolium,NA,NA,"Dichanthelium latifolium Linnaeus, 1753",,,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,,G5,N4,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S5), GA(SNR), GS(P3), IA(S4), IL(S3S4), IN(SNR), KS(S2), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S3), NE(S1), NH(SNR), NJ(S4S5), NY(S4), OH(SNR), OK(SNR), PA(SNR), RI(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)","ON(S4), QC(S3)",
Dichanthelium leibergii,Proso-millet,Dichanthelium,Dichanthelium leibergii,NA,NA,Dichanthelium leibergii (Vasey) Freckmann,,,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,,G4,N3,"IA(S4), IL(S3), IN(S2), KS(S2), MI(S2), MN(SNR), MO(SU), ND(SNR), NE(SNR), NY(S1), OH(S1), PA(S1), SD(SNR), WI(SNR)","AB(S1), MB(S3S4), ON(S2), SK(S1)",
Dichanthelium linearifolium,Proso-millet,Dichanthelium,Dichanthelium linearifolium,NA,NA,Dichanthelium linearifolium (Scribn.) Gould,,,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,,G5,NNR,"AL(SNR), AR(SNR), CO(SNR), CT(SNR), DC(SNR), DE(SH), FL(SNR), GA(SNR), GS(P1), IA(SNR), IL(SNR), IN(SNR), KS(S2), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S1?), ND(SNR), NE(S1), NH(SNR), NJ(S3S4), NM(SNR), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5), WY(SNR)","MB(SNR), NB(SNR), NS(SNR), ON(SNR), QC(S3)",
Dichanthelium sphaerocarpon,Proso-millet,Dichanthelium,Dichanthelium sphaerocarpon,NA,NA,Dichanthelium sphaerocarpon (Elliott) Gould,,,Y,Y,N,,Y,Food,,Na,Cereals and pseudocereals,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,,T5,N3,"AL(SNR), AR(SNR), DC(SNR), DE(S4), FL(SNR), GA(SNR), GS(P3), IL(S3), IN(SNR), KS(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MO(SNR), MS(SNR), NC(S5), NE(SNR), NH(SNR), NJ(S5), NY(S4S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(SNR), VT(SNR), WV(S3)",ON(S3),
Astragalus racemosus var. racemosus,Milk-vetch,Astragalus,Astragalus racemosus,var.,racemosus,Astragalus racemosus var. racemosus,,Y,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,,T5,N2,"CO(SNR), KS(SNR), MN(SH), MT(S2S3), ND(SNR), NE(SNR), NM(SNR), OK(SNR), SD(SNR), TX(SNR), WY(S2)",SK(S2),
Dichanthelium xanthophysum,Proso-millet,Dichanthelium,Dichanthelium xanthophysum,NA,NA,Dichanthelium xanthophysum (A.Gray) Freckmann,,,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,,G5,N4,"CT(SH), IA(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), NH(SNR), NJ(SH.1), NY(S4), PA(S1), VT(S3), WI(SNR), WV(SH)","MB(S3), NB(S1), NS(S1), ON(S4), QC(S3), SK(S1)",
Diervilla lonicera,Bush-honeysuckle,Diervilla,Diervilla lonicera,NA,NA,Diervilla lonicera Mill.,,,Y,Y,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,CANADENSYS 2021,,,G5,N5,"AL(SNR), CT(SNR), DC(SNR), DE(S1), GS(SNR), IA(S4), IL(SNR), IN(S3), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), NC(S2), ND(S3), NH(SNR), NJ(S3S4), NY(S5), OH(SNR), PA(SNR), RI(SNR), TN(S2), TV(SNR), VA(S4), VT(SNR), WI(SNR), WV(S4)","LB(S1S2), MB(S5), NB(S5), NF(S3S4), NS(S5), ON(S5), PE(S5), QC(S5?), SK(S3)",
Dioscorea villosa,Yam,Dioscorea,Dioscorea villosa,NA,NA,Dioscorea villosa L.,,,Y,Y,Y,"wild yam, atlantci yam; roots",Y,Food,,NA,Vegetables,,,NA,1,Assume distant,1C,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G4,N4,"AL(SNR), AR(SNR), CT(SNR), DC(S5), DE(S5), FL(SNR), GA(S5), IA(S4), IL(S5), IN(SNR), KS(S2), KY(S5), LA(SNR), MA(SNR), MD(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NE(S1), NJ(SNR), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(S2), SC(SNR), TN(SNR), TX(SNR), VA(S4S5), WI(SNR), WV(S5)",ON(S4),
Drymocallis glandulosa,Strawberry,Drymocallis,Drymocallis glandulosa,NA,NA,Drymocallis glandulosa (Lindl.) Rydb.,,Y,N,Y,N,,Y,Food,,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,G5,N5,"AZ(SNR), CA(SNR), ID(SNR), MT(S4), NV(SNR), OR(SNR), UT(SNR), WA(SNR)",BC(S5),
Drymocallis glandulosa var. glandulosa,Strawberry,Drymocallis,Drymocallis glandulosa,var.,glandulosa,Drymocallis glandulosa var. glandulosa,,Y,Y,Y,N,,Y,Food,,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,T5,N5,"AZ(SNR), CA(SNR), ID(SNR), MT(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR)",BC(S5),
Elaeagnus commutata,Wolf-willow,Elaeagnus,Elaeagnus commutata,NA,NA,Elaeagnus commutata Bernh. ex Rydb.,,,Y,Y,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,CANADENSYS 2021,,,G5,N5,"AK(SNR), CO(SNR), ID(S3), KY(SNA), MD(SNR), MN(SNR), MT(S4), ND(SNR), NE(SNR), PA(SNA), RI(SNA), SD(S1), TX(SNR), UT(S1), WA(SNR), WY(S3)","AB(S5), BC(S5), MB(S4S5), NT(SNR), NU(S2), ON(S4), ON(S4), QC(S3), SK(S4), YT(S4S5)",
Elymus alaskanus,Wheat,Elymus,Elymus alaskanus,NA,NA,Elymus alaskanus (Scribn. & Merr.) Á.Löve,,Y,N,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,G5,NNR,"AK(SNR), CO(SNR), ID(SNR), NM(SNR), NV(SNR), WA(SNR), WY(SNR)","AB(SNR), BC(SNR), LB(SNR), MB(SNR), NT(S4S5), NU(SNR), ON(SNR), YT(SNR)",
Elymus alaskanus subsp. alaskanus,Wheat,Elymus,Elymus alaskanus,subsp.,alaskanus,Elymus alaskanus subsp. alaskanus,,Y,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,T4,N4,"AK(SNR), NM(SNR)","BC(S3S5), MB(S2S3), NT(SU), NU(SNR), YT(S4)",
Elymus albicans,Wheat,Elymus,Elymus albicans,NA,NA,Elymus albicans (Scribn. & J.G.Sm.) Á.Löve,,,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,G5,N5,"CO(SNR), ID(SNR), MT(SNR), ND(SNR), NE(SNA), SD(SNR), UT(SNR), WA(SNR), WY(S3)","AB(S4), BC(S3S4), SK(S5)",
Elymus canadensis,Wheat,Elymus,Elymus canadensis,NA,NA,Elymus canadensis L.,,Y,N,Y,Y,wild rye grass; grains,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,G5,N5,"AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DC(SH), DE(SNR), GA(SNR), IA(SNR), ID(SNR), IL(S5), IN(SNR), KS(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SNR), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(S4), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(SNR), VT(SNR), WA(SNR), WI(SNR), WV(SNR), WY(SNR)","AB(SNR), BC(SNR), MB(SNR), NB(SNR), NS(SNR), NT(SNR), ON(S5), QC(SNR), SK(SNR), YT(SNR)",
Elymus canadensis var. canadensis,Wheat,Elymus,Elymus canadensis,var.,canadensis,Elymus canadensis f. canadensis,,Y,Y,Y,Y,wild rye grass; grains,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,T5,N5,"KY(S3S4), MA(SNR), MN(SNR), NC(S1), OR(SNR), WY(S1)","AB(S4), BC(S5), MB(SNR), NB(S2), NT(S3), ON(S5), QC(SU), SK(S4)",
Elymus curvatus,Wheat,Elymus,Elymus curvatus,NA,NA,Elymus curvatus Linnaeus,,,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,G4,N4,"CO(SNR), ID(SNR), IL(S3), IN(SNR), KS(SNR), KY(S5), MA(SNR), MN(SNR), MO(SNR), MT(SU), ND(SNR), NE(SNR), NM(SNR), NY(SNR), OH(SNR), OK(SNR), PA(SNA), RI(SNR), SD(SNR), TN(SNR), UT(SNR), WA(SNR), WI(SNR), WY(S2)","AB(SU), BC(S2S3), MB(S3S4), ON(S2S3), QC(SU), SK(S3S4)",
Elymus elymoides,Wheat,Elymus,Elymus elymoides,NA,NA,Elymus elymoides (Raf.) Swezey,,N,N,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,G5,N5,"AZ(SNR), CA(SNR), CO(SNR), DC(SNA), ID(SNR), IL(SNA), KS(SNR), KY(SNR), MO(SNR), MT(S5), ND(S4), NE(SNR), NM(SNR), NV(SNR), OK(SNR), OR(SNR), SD(SNR), TX(SNR), UT(SNR), WA(SNR), WY(S5)","AB(S2S3), BC(S5), SK(S3)",
Elymus elymoides subsp. californicus,Wheat,Elymus,Elymus elymoides,subsp.,californicus,Elymus elymoides subsp. californicus (J.G.Sm.) Barkworth,,N,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,T4,N4,"CA(SNR), ID(SNR), MT(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(SNR)",BC(S4),
Elymus elymoides subsp. elymoides,Wheat,Elymus,Elymus elymoides,subsp.,elymoides,Elymus elymoides subsp. elymoides,,N,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,T5,N4,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), KS(SNR), MT(SNR), ND(SNR), NE(SNR), NV(SNR), OK(SNR), OR(SNR), SD(SNR), UT(SNR), WA(SNR), WY(S5)","AB(S2S3), BC(SNR), SK(S3)",
Elymus glaucus,Wheat,Elymus,Elymus glaucus,NA,NA,Elymus glaucus Buckley,,N,N,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,G5,N5,"AK(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), IA(SNR), ID(SNR), MI(S3), MO(SNR), MT(S4S5), ND(S2), NM(SNR), NV(SNR), OR(SNR), SD(SNR), TX(SNR), UT(SNR), WA(SNR), WI(SNR), WY(S4)","AB(S4), BC(S5), MB(SU), NT(SU), ON(S1), SK(S3), YT(S2S3)",
Elymus glaucus subsp. glaucus,Wheat,Elymus,Elymus glaucus,subsp.,glaucus,Elymus glaucus subsp. glaucus,,N,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,T5,NNR,"AK(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), IA(SNR), ID(SNR), MI(SNR), MO(SU), MT(SNR), ND(SNR), NM(SNR), NV(SNR), OR(SNR), SD(SNR), TX(SNR), UT(SNR), WA(SNR), WY(SNR)","AB(S4), BC(SNR), MB(SU), ON(S1), SK(S3), YT(SNR)",
Elymus glaucus subsp. virescens,Wheat,Elymus,Elymus glaucus,subsp.,virescens,Elymus glaucus subsp. virescens (Piper) Gould,,N,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,T5,N5,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(SNR), NM(SNR), NV(SNR), OR(SNR), WA(SNR), WY(S4)","AB(SNR), BC(S5), NT(SU), YT(S2S3)",
Elymus hirsutus,Wheat,Elymus,Elymus hirsutus,NA,NA,Elymus hirsutus J.Presl,,,Y,Y,N,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,,G5,N5,"AK(SNR), CA(SNR), OR(S2?), WA(SNR)",BC(S5),
